yyyy-mm-dd,Daily Minimum Near-Surface Air Temperature(K),Daily Maximum Near-Surface Air Temperature(K),Daily Mean Near-Surface Specific Humidity(kgkg-1),vpd(kPa),Precipitation(mm)
2014/6/4,281.472931,303.195831,0.008054,1.46,0.528455
2014/6/5,287.351196,300.623199,0.010767,1.02,0.450767
2014/6/6,289.468323,299.02829,0.011159,0.91,8.884786
2014/6/7,288.681152,293.118347,0.011863,0.26,51.215515
2014/6/8,284.629791,297.554749,0.009062,0.83,2.317197
2014/6/9,283.551147,300.882904,0.00864,1.18,0.371019
2014/6/10,283.656891,303.172882,0.008787,1.43,0
2014/6/11,285.238678,304.443512,0.009061,1.62,0
2014/6/12,286.142853,298.487366,0.01055,0.77,0.393818
2014/6/13,287.985657,299.883667,0.010615,1,0
2014/6/14,287.673798,300.124146,0.011688,0.84,4.110228
2014/6/15,288.513275,299.524139,0.013765,0.52,19.754755
2014/6/16,287.97995,293.489899,0.012581,0.14,15.358669
2014/6/17,283.277924,296.247986,0.008088,0.81,0
2014/6/18,282.048035,298.659119,0.007331,1.09,0
2014/6/19,280.030121,303.211304,0.007589,1.48,0.338425
2014/6/20,283.096924,299.124481,0.011417,0.57,5.728005
2014/6/21,288.25058,301.504303,0.010843,1.15,0
2014/6/22,283.456421,302.855103,0.00852,1.43,0
2014/6/23,283.669647,304.116302,0.009125,1.5,0
2014/6/24,288.506897,303.776825,0.012414,1.2,4.807003
2014/6/25,290.345978,299.682281,0.01303,0.75,6.604847
2014/6/26,285.826447,300.146545,0.010426,0.94,0
2014/6/27,284.767456,302.181122,0.00926,1.29,0
2014/6/28,285.63736,304.034607,0.010161,1.42,0
2014/6/29,287.338531,304.206177,0.011118,1.39,0
2014/6/30,289.012207,304.809814,0.012071,1.42,2.49274
2014/7/1,287.865967,297.542206,0.011522,0.62,0.529657
2014/7/2,281.269745,298.242371,0.00661,1.13,0
2014/7/3,280.72464,300.503082,0.006843,1.3,0
2014/7/4,284.306946,293.906586,0.009023,0.52,2.124108
2014/7/5,287.792969,294.992798,0.011888,0.35,23.997084
2014/7/6,287.662933,295.700317,0.0129,0.25,24.407158
2014/7/7,287.953278,300.43399,0.011646,0.9,3.877955
2014/7/8,286.662354,301.915863,0.010966,1.1,3.417977
2014/7/9,283.815552,300.856171,0.012365,0.64,9.055107
2014/7/10,287.668457,294.884216,0.012082,0.3,9.006158
2014/7/11,282.346588,294.019257,0.008092,0.59,0
2014/7/12,276.807892,295.871307,0.006604,0.77,0
2014/7/13,284.288788,295.566956,0.009492,0.58,1.515295
2014/7/14,286.561462,299.282288,0.010659,0.85,1.952901
2014/7/15,286.708405,300.817535,0.010821,1,0
2014/7/16,287.313507,300.46582,0.01175,0.85,0
2014/7/17,288.680511,300.805817,0.012711,0.82,2.002122
2014/7/18,287.987518,300.030243,0.010212,1.07,0
2014/7/19,281.945801,300.408661,0.007371,1.26,0
2014/7/20,283.219696,298.313202,0.009709,0.75,0
2014/7/21,284.111115,297.021149,0.010175,0.6,0
2014/7/22,285.028076,301.829773,0.010315,1.1,0
2014/7/23,289.945709,303.74646,0.012854,1.22,0
2014/7/24,291.34314,301.719269,0.013773,0.93,8.966193
2014/7/25,289.905365,300.312469,0.012851,0.82,14.451887
2014/7/26,284.157471,295.580048,0.008246,0.76,0
2014/7/27,281.980713,291.159851,0.007701,0.43,0
2014/7/28,278.89505,295.910553,0.007933,0.64,0
2014/7/29,284.149719,298.092896,0.009102,0.86,0
2014/7/30,281.9953,299.68869,0.007903,1.11,0
2014/7/31,282.008636,302.129761,0.008659,1.26,0
2014/8/1,284.473816,304.295746,0.009946,1.44,0
2014/8/2,286.108002,305.241455,0.010627,1.54,0
2014/8/3,286.693848,304.113403,0.011077,1.35,0
2014/8/4,287.133514,298.177032,0.01205,0.57,1.524862
2014/8/5,290.103882,301.824219,0.01362,0.88,5.759063
2014/8/6,288.441345,302.924774,0.013656,0.91,9.964524
2014/8/7,286.947113,298.454254,0.014999,0.15,4.592206
2014/8/8,291.413574,301.138397,0.014665,0.74,0
2014/8/9,293.232208,300.343201,0.015001,0.73,3.834952
2014/8/10,283.373718,295.55191,0.008442,0.7,0
2014/8/11,281.541595,296.04541,0.007423,0.82,0
2014/8/12,282.442261,299.890564,0.008414,1.07,0
2014/8/13,284.198547,294.358826,0.01194,0.11,6.789584
2014/8/14,289.955719,300.878143,0.01263,0.92,1.120469
2014/8/15,285.376007,301.408875,0.01094,0.98,0
2014/8/16,287.911957,302.854431,0.011544,1.19,0
2014/8/17,289.219635,305.0383,0.012102,1.46,0
2014/8/18,289.738953,304.547974,0.010963,1.59,0.330296
2014/8/19,287.304749,306.050507,0.01033,1.75,0
2014/8/20,284.987793,305.716705,0.011158,1.47,0
2014/8/21,292.976532,306.694153,0.01437,1.6,0
2014/8/22,291.413971,301.926697,0.014045,0.92,3.720243
2014/8/23,285.578125,299.308411,0.010252,0.87,0
2014/8/24,282.219482,295.075531,0.012267,0.04,32.193981
2014/8/25,292.168854,300.479858,0.014315,0.77,21.169701
2014/8/26,288.42865,298.839905,0.011491,0.78,0.475477
2014/8/27,285.468018,296.722076,0.009237,0.77,0.874975
2014/8/28,281.646057,297.647614,0.008194,0.85,0
2014/8/29,282.766663,298.293121,0.009254,0.79,0
2014/8/30,282.891571,300.096283,0.009239,0.98,0
2014/8/31,284.911652,299.805878,0.010047,0.92,0
2014/9/1,283.361023,300.10788,0.009425,0.98,0
2014/9/2,286.25592,300.561615,0.012031,0.77,0.838485
2014/9/3,288.063049,298.609375,0.012206,0.63,0
2014/9/4,281.178864,298.315887,0.008264,0.88,0
2014/9/5,283.842499,293.178314,0.012344,0,9.261127
2014/9/6,289.209381,299.216278,0.012952,0.65,10.166329
2014/9/7,286.235565,301.552185,0.011621,0.94,0
2014/9/8,284.536011,303.655884,0.011065,1.19,0
2014/9/9,286.8237,304.45636,0.011421,1.35,0
2014/9/10,289.734863,296.538147,0.011768,0.61,4.887449
2014/9/11,281.783691,290.130402,0.006636,0.52,0
2014/9/12,275.254639,289.902527,0.004563,0.61,0
2014/9/13,278.927429,296.636353,0.006207,0.96,0
2014/9/14,280.246887,300.351807,0.007005,1.25,0
2014/9/15,283.491486,294.654114,0.008168,0.67,2.159173
2014/9/16,286.42218,295.803131,0.009628,0.68,0
2014/9/17,283.03125,292.247894,0.010216,0.17,7.870473
2014/9/18,282.537842,290.045624,0.008496,0.26,1.535681
2014/9/19,275.854736,287.407318,0.005492,0.35,0
2014/9/20,275.892761,296.398499,0.005335,0.99,0
2014/9/21,283.682526,290.575134,0.008642,0.32,2.15864
2014/9/22,279.40329,289.16217,0.008647,0.07,7.186749
2014/9/23,277.58017,289.204102,0.00631,0.37,0
2014/9/24,276.093048,292.449646,0.005526,0.66,0
2014/9/25,279.584534,292.999176,0.00675,0.61,0
2014/9/26,279.650513,294.42453,0.00707,0.67,0
2014/9/27,281.946136,291.08902,0.009098,0.21,10.619765
2014/9/28,286.917511,296.92865,0.011024,0.59,10.963217
2014/9/29,281.115295,291.079346,0.007927,0.36,0.778097
2014/9/30,275.673462,294.075226,0.006392,0.63,0
2014/10/1,286.735504,293.042358,0.01073,0.32,9.820664
2014/10/2,281.110443,291.112183,0.007847,0.37,0
2014/10/3,277.068329,291.105591,0.006214,0.49,0
2014/10/4,275.413239,292.400787,0.005769,0.6,0.411235
2014/10/5,278.663269,298.344055,0.006359,1.09,0
2014/10/6,279.528625,289.896698,0.006777,0.4,0.958608
2014/10/7,274.571625,286.380371,0.004108,0.47,0.41877
2014/10/8,274.032776,287.224152,0.003907,0.53,0
2014/10/9,272.673187,282.40094,0.003445,0.35,0
2014/10/10,270.88327,296.902802,0.004359,1.07,0
2014/10/11,278.630219,289.033875,0.005934,0.45,0.724805
2014/10/12,272.231995,291.711426,0.004727,0.63,0
2014/10/13,279.779419,298.035492,0.007035,0.99,0
2014/10/14,279.636108,293.801392,0.00614,0.77,0
2014/10/15,274.049286,287.228638,0.004021,0.52,0
2014/10/16,276.787445,291.678162,0.005129,0.68,0.354969
2014/10/17,272.644257,289.738434,0.003739,0.67,0
2014/10/18,272.455902,285.321655,0.006653,0,16.394644
2014/10/19,272.351349,281.649963,0.003701,0.28,0
2014/10/20,274.160004,283.146606,0.003871,0.35,0
2014/10/21,279.262909,292.63559,0.007141,0.52,0.456871
2014/10/22,279.234283,287.342529,0.006922,0.23,9.59936
2014/10/23,272.543762,283.334717,0.003932,0.31,0
2014/10/24,270.574738,284.300079,0.003605,0.36,0
2014/10/25,272.980591,288.161102,0.003641,0.6,0
2014/10/26,274.001099,282.363464,0.004057,0.29,0
2014/10/27,269.536194,280.318878,0.003151,0.26,0.305575
2014/10/28,274.705688,281.869049,0.003813,0.32,7.095147
2014/10/29,281.956482,284.492432,0.00621,0.29,92.196999
2014/10/30,274.26712,284.385925,0.004518,0.31,6.50257
2014/10/31,275.102173,284.492584,0.005398,0.2,2.211014
2014/11/1,277.932373,286.153961,0.006164,0.24,0.577005
2014/11/2,280.677002,294.232147,0.007068,0.7,0
2014/11/3,284.2052,288.470551,0.008307,0.27,7.138116
2014/11/4,276.796631,288.031067,0.006363,0.27,4.03499
2014/11/5,272.612854,279.446259,0.00348,0.24,0
2014/11/6,270.008881,277.919403,0.003014,0.21,0
2014/11/7,270.126129,277.221619,0.002906,0.21,0
2014/11/8,270.415588,276.62384,0.002915,0.2,0
2014/11/9,268.334259,278.162201,0.002686,0.24,0
2014/11/10,271.529755,282.501251,0.004146,0.23,4.111848
2014/11/11,273.755249,279.637665,0.00448,0.12,1.053222
2014/11/12,268.802094,276.84964,0.003037,0.15,0
2014/11/13,269.161346,281.277069,0.003563,0.22,1.624907
2014/11/14,272.781036,282.132782,0.004429,0.19,0
2014/11/15,269.336792,282.578949,0.003239,0.33,0.369753
2014/11/16,275.832642,286.197235,0.006876,0.07,16.276859
2014/11/17,282.45575,290.46228,0.007094,0.5,25.552189
2014/11/18,270.601562,286.254974,0.004825,0.27,0.8
2014/11/19,268.391144,276.597656,0.002741,0.19,0
2014/11/20,266.647461,272.289734,0.0021,0.15,0.595008
2014/11/21,265.55368,275.059326,0.00213,0.2,0
2014/11/22,265.284851,277.794098,0.002615,0.19,0
2014/11/23,269.505707,284.134796,0.002958,0.44,0
2014/11/24,270.515106,283.684753,0.00325,0.39,0
2014/11/25,272.844635,286.872681,0.003438,0.56,0
2014/11/26,272.33783,287.358002,0.002988,0.64,0
2014/11/27,272.769592,284.380219,0.003301,0.46,0
2014/11/28,270.338013,277.038025,0.003098,0.18,0
2014/11/29,268.303864,277.032196,0.002834,0.18,0
2014/11/30,276.38092,279.079437,0.00404,0.23,15.47718
2014/12/1,270.715698,281.751404,0.004033,0.2,1.036934
2014/12/2,269.978851,274.000244,0.002842,0.13,0.28491
2014/12/3,266.842407,273.640778,0.002605,0.11,0
2014/12/4,269.921967,273.555328,0.00289,0.11,0
2014/12/5,267.720428,273.12439,0.002522,0.12,0
2014/12/6,264.285217,276.193268,0.002497,0.15,0
2014/12/7,270.04776,275.349304,0.003185,0.11,2.327358
2014/12/8,270.356598,281.625183,0.004908,0.05,18.60096
2014/12/9,270.850677,279.443726,0.003505,0.2,0
2014/12/10,267.068604,272.97525,0.002299,0.14,0
2014/12/11,263.945496,273.24942,0.00199,0.16,0
2014/12/12,261.671753,273.280182,0.001563,0.2,0
2014/12/13,263.932129,271.453186,0.001867,0.14,6.479206
2014/12/14,269.488678,274.019806,0.003174,0.07,3.944904
2014/12/15,267.614746,273.084778,0.002752,0.08,0
2014/12/16,265.856659,274.369476,0.002311,0.16,0
2014/12/17,267.938538,278.85025,0.002928,0.22,0
2014/12/18,270.016449,280.661285,0.003479,0.23,0
2014/12/19,270.545563,282.214996,0.003508,0.29,0
2014/12/20,270.038696,279.321045,0.003329,0.21,0
2014/12/21,268.331177,278.028503,0.003137,0.17,0
2014/12/22,268.554474,276.898376,0.003184,0.13,0.401387
2014/12/23,267.991516,280.282104,0.003262,0.21,0
2014/12/24,274.59787,281.772339,0.004391,0.23,6.161805
2014/12/25,268.725403,278.400604,0.002992,0.21,0
2014/12/26,262.03537,269.603607,0.001548,0.13,0
2014/12/27,262.065338,266.703674,0.001649,0.07,0
2014/12/28,262.305542,269.910553,0.001706,0.11,0
2014/12/29,266.291901,275.113708,0.002118,0.21,0
2014/12/30,269.420441,273.098419,0.002421,0.17,0
2014/12/31,266.913025,275.157288,0.002363,0.18,0
2015/1/1,269.08493,276.514038,0.002518,0.23,0
2015/1/2,267.103668,276.815277,0.002817,0.16,1.045628
2015/1/3,271.17099,276.742065,0.003383,0.14,0.58393
2015/1/4,267.233032,272.839691,0.002694,0.08,0.779193
2015/1/5,262.577148,273.80777,0.00201,0.15,2.143872
2015/1/6,261.339264,271.477661,0.001578,0.15,0
2015/1/7,258.243683,274.869171,0.001301,0.24,0
2015/1/8,267.703186,278.499268,0.002353,0.29,0
2015/1/9,270.28302,276.823883,0.003016,0.18,0
2015/1/10,267.087067,276.897491,0.002706,0.18,0
2015/1/11,268.310242,280.230164,0.00266,0.31,0
2015/1/12,271.106476,278.235229,0.003491,0.17,0.332683
2015/1/13,276.390472,281.044373,0.004756,0.19,5.92584
2015/1/14,271.447266,274.616608,0.004158,0,17.687231
2015/1/15,270.360229,276.894714,0.003232,0.15,3.709993
2015/1/16,268.634399,272.558899,0.002241,0.17,0
2015/1/17,267.973022,273.3125,0.002209,0.18,0
2015/1/18,265.189972,273.662659,0.002053,0.17,0
2015/1/19,261.569885,270.389435,0.001577,0.13,0
2015/1/20,257.060486,265.62674,0.000864,0.13,0
2015/1/21,258.52771,269.930634,0.001019,0.18,0
2015/1/22,263.365326,270.275055,0.001481,0.17,0.573
2015/1/23,262.655121,272.076996,0.001953,0.12,36.021683
2015/1/24,261.933228,269.932495,0.001655,0.12,0.533251
2015/1/25,261.838257,267.793915,0.001605,0.09,0.71312
2015/1/26,255.14769,268.789825,0.001414,0.08,0
2015/1/27,257.902222,271.703949,0.001644,0.12,0
2015/1/28,257.118988,272.981445,0.001813,0.11,0
2015/1/29,263.11908,272.651276,0.002091,0.12,2.295907
2015/1/30,266.679108,272.955414,0.002376,0.13,1.905822
2015/1/31,259.653229,269.618683,0.001553,0.11,0
2015/2/1,259.471771,270.006256,0.001556,0.11,0
2015/2/2,258.755249,270.972168,0.001502,0.13,0
2015/2/3,263.051666,273.318848,0.002134,0.12,0
2015/2/4,263.059143,271.845337,0.002054,0.11,0
2015/2/5,262.947449,270.987152,0.001992,0.1,0.717174
2015/2/6,256.817841,266.362366,0.00122,0.08,0
2015/2/7,253.762863,266.260864,0.000888,0.11,0
2015/2/8,257.854614,271.830658,0.00142,0.15,0
2015/2/9,263.589722,272.256104,0.002142,0.11,0.84998
2015/2/10,259.375366,268.616669,0.001506,0.09,0.976588
2015/2/11,256.812073,267.536896,0.001317,0.08,0
2015/2/12,267.388885,276.384399,0.001456,0.36,11.730962
2015/2/13,270.921692,274.270935,0.002746,0.17,11.578803
2015/2/14,264.669617,276.211334,0.002269,0.19,0
2015/2/15,269.547974,282.892883,0.003108,0.36,0
2015/2/16,273.824921,286.738129,0.003821,0.52,0
2015/2/17,270.539642,279.917389,0.003005,0.29,0
2015/2/18,267.990662,276.865662,0.002514,0.22,0
2015/2/19,269.436005,274.831268,0.002566,0.18,5.852976
2015/2/20,272.43811,282.837677,0.004224,0.25,4.024568
2015/2/21,271.323944,279.641296,0.003145,0.27,1.263601
2015/2/22,268.682007,279.81897,0.002932,0.26,2.064638
2015/2/23,270.695221,276.444061,0.002948,0.19,1.90857
2015/2/24,267.313934,275.610107,0.002453,0.19,0
2015/2/25,266.793488,277.236633,0.002451,0.22,0
2015/2/26,266.301971,277.046204,0.001959,0.29,0
2015/2/27,267.185455,281.145355,0.002121,0.41,0
2015/2/28,273.845734,282.359467,0.004149,0.27,11.209606
2015/3/1,270.448029,280.933044,0.00304,0.31,0
2015/3/2,267.510162,282.287872,0.002701,0.37,0.730305
2015/3/3,271.828461,280.283875,0.003432,0.26,1.920922
2015/3/4,264.966431,279.84201,0.001704,0.4,0
2015/3/5,269.906311,279.693787,0.003011,0.27,2.83415
2015/3/6,262.371948,270.803101,0.001059,0.23,0.297028
2015/3/7,259.248077,275.50177,0.001036,0.31,0
2015/3/8,263.794373,277.039398,0.001584,0.31,0
2015/3/9,265.458008,279.771118,0.001918,0.37,0
2015/3/10,271.88913,289.475891,0.003288,0.71,0
2015/3/11,275.377258,283.744598,0.004144,0.36,0.733437
2015/3/12,268.539185,278.200775,0.002441,0.28,0
2015/3/13,270.59021,277.50943,0.002515,0.29,1.898758
2015/3/14,265.946045,281.525421,0.002832,0.3,0
2015/3/15,274.577972,281.265045,0.003983,0.27,0.406854
2015/3/16,270.579102,284.853546,0.003304,0.44,0
2015/3/17,272.069885,283.126495,0.003377,0.38,0
2015/3/18,271.99408,279.006104,0.002933,0.3,5.842457
2015/3/19,266.238159,274.756653,0.00186,0.24,0
2015/3/20,265.250092,275.094299,0.001981,0.22,0
2015/3/21,271.568878,284.602081,0.003449,0.42,34.05759
2015/3/22,275.861725,283.105621,0.004184,0.34,11.676334
2015/3/23,269.576324,281.039886,0.002489,0.39,0
2015/3/24,271.224976,278.763275,0.002805,0.29,0
2015/3/25,270.941193,275.827179,0.003005,0.17,0
2015/3/26,266.08432,276.104614,0.001798,0.28,0
2015/3/27,269.461884,282.819946,0.003135,0.35,0
2015/3/28,275.05719,288.089417,0.004398,0.53,2.000827
2015/3/29,270.216003,282.220154,0.003288,0.32,8.29929
2015/3/30,268.640472,275.189636,0.002246,0.23,0.375992
2015/3/31,268.835358,276.3349,0.002048,0.29,0
2015/4/1,268.239319,279.006226,0.002542,0.29,3.990278
2015/4/2,271.117432,281.010559,0.003348,0.28,4.160954
2015/4/3,276.063293,279.813843,0.004022,0.25,6.798957
2015/4/4,270.815918,280.155884,0.003256,0.26,10.680514
2015/4/5,272.782471,285.275177,0.004079,0.38,5.633831
2015/4/6,274.044922,283.151062,0.003659,0.38,2.260933
2015/4/7,272.342163,284.588501,0.003364,0.45,0
2015/4/8,272.817902,281.098511,0.003505,0.3,0
2015/4/9,269.753876,286.07843,0.003393,0.47,0
2015/4/10,280.239532,293.309662,0.006021,0.77,4.205145
2015/4/11,271.970673,286.62561,0.003349,0.54,0.657718
2015/4/12,269.742889,285.465271,0.002542,0.57,0
2015/4/13,271.295044,287.242645,0.003118,0.59,1.994412
2015/4/14,275.865143,284.523926,0.005098,0.27,4.248702
2015/4/15,282.135529,291.409729,0.007333,0.51,28.275335
2015/4/16,282.108002,300.138397,0.007373,1.24,4.015352
2015/4/17,280.88681,295.429443,0.00613,0.94,0
2015/4/18,277.732086,302.421967,0.006171,1.53,0
2015/4/19,282.82489,294.001007,0.006855,0.79,4.901114
2015/4/20,275.32486,290.858521,0.004123,0.74,0
2015/4/21,278.339722,290.194092,0.004566,0.72,0
2015/4/22,274.724152,285.435455,0.003371,0.54,0
2015/4/23,273.014771,288.2052,0.003365,0.64,0
2015/4/24,279.381775,298.96524,0.007165,1.05,1.641293
2015/4/25,281.991119,291.022522,0.006435,0.61,0.450707
2015/4/26,273.4534,289.485535,0.002986,0.79,0
2015/4/27,277.623047,290.839233,0.004935,0.68,3.741569
2015/4/28,280.637817,288.532074,0.00637,0.42,9.360661
2015/4/29,275.667053,283.385498,0.004358,0.32,0
2015/4/30,273.831512,283.101074,0.003814,0.35,0.327638
2015/5/1,273.450012,285.476837,0.003043,0.56,0
2015/5/2,274.567902,290.395294,0.005522,0.48,0.424352
2015/5/3,283.282013,299.195099,0.007845,1.12,0.336334
2015/5/4,278.43457,292.040833,0.005142,0.75,0.289805
2015/5/5,274.991425,302.1091,0.006232,1.4,0.400054
2015/5/6,291.468109,303.209137,0.00987,1.69,1.519998
2015/5/7,283.455017,301.078888,0.007769,1.33,0
2015/5/8,282.798035,303.174683,0.008012,1.51,0
2015/5/9,286.825958,304.016602,0.011197,1.33,1.964962
2015/5/10,287.788361,301.540955,0.009378,1.35,0.283382
2015/5/11,280.258759,294.649902,0.004621,1.08,0
2015/5/12,275.202362,295.84375,0.00406,1.12,0
2015/5/13,279.651001,296.045685,0.007025,0.81,0
2015/5/14,283.461426,299.914185,0.008755,1.06,3.115006
2015/5/15,281.086639,299.932709,0.006829,1.26,0
2015/5/16,277.440887,302.411591,0.005353,1.64,0
2015/5/17,282.731903,296.567444,0.007788,0.86,0.683463
2015/5/18,277.089966,291.501556,0.005418,0.63,9.022595
2015/5/19,271.186676,287.299683,0.002459,0.7,0
2015/5/20,275.173309,299.458923,0.005277,1.27,0
2015/5/21,283.006378,300.108551,0.0075,1.25,0
2015/5/22,283.560974,301.375092,0.008844,1.21,0.639817
2015/5/23,288.130432,299.733093,0.008778,1.26,1.617681
2015/5/24,278.716003,299.640442,0.00519,1.4,0
2015/5/25,277.955597,302.243927,0.005275,1.65,0
2015/5/26,281.514465,298.054565,0.007702,0.96,2.69674
2015/5/27,285.076263,293.967804,0.007978,0.72,4.921298
2015/5/28,280.407562,287.683167,0.004777,0.61,9.780853
2015/5/29,284.065887,294.564911,0.005421,1.1,22.508026
2015/5/30,275.15033,296.108215,0.004523,1.07,0
2015/5/31,282.961792,300.881012,0.00719,1.38,0
2015/6/1,283.936035,300.488586,0.009209,1.07,1.270445
2015/6/2,287.921814,294.125,0.008667,0.77,0
2015/6/3,276.520874,293.28479,0.00556,0.72,0.715993
2015/6/4,279.257751,292.010254,0.005807,0.68,0
2015/6/5,277.907959,291.154602,0.006546,0.46,0
2015/6/6,279.662811,295.046661,0.007847,0.61,0
2015/6/7,279.707092,297.818512,0.006854,1,0
2015/6/8,277.776031,300.118866,0.006604,1.2,0
2015/6/9,283.57428,292.918152,0.009598,0.33,38.715305
2015/6/10,288.770752,301.951019,0.011792,1.09,28.395596
2015/6/11,284.4133,297.363892,0.008757,0.85,2.387733
2015/6/12,283.059265,294.401794,0.008685,0.56,4.353962
2015/6/13,281.898407,293.137512,0.007571,0.58,0
2015/6/14,280.699188,292.733002,0.007747,0.48,2.56057
2015/6/15,279.727386,288.668945,0.007222,0.27,0
2015/6/16,280.432312,293.269897,0.007948,0.48,1.212083
2015/6/17,284.008484,292.780457,0.00894,0.44,0
2015/6/18,282.673248,297.295166,0.007712,0.93,0
2015/6/19,281.576691,297.856903,0.007481,0.97,0
2015/6/20,286.55069,305.172333,0.009658,1.69,0
2015/6/21,288.249329,301.755798,0.011525,1.08,2.752846
2015/6/22,291.622223,299.265198,0.012407,0.89,5.51972
2015/6/23,285.090515,296.20816,0.00916,0.72,0.29786
2015/6/24,282.188995,298.023376,0.007226,1.05,0
2015/6/25,280.949707,298.144684,0.008294,0.86,0.685311
2015/6/26,284.458862,297.702576,0.008675,0.9,3.48228
2015/6/27,283.736298,294.732056,0.008588,0.62,0.821118
2015/6/28,279.701477,296.654602,0.007049,0.86,0
2015/6/29,282.161194,301.640137,0.008325,1.26,0
2015/6/30,284.148102,295.951996,0.009138,0.66,0
2015/7/1,288.010406,297.31076,0.011901,0.56,9.075199
2015/7/2,282.398773,294.287231,0.008914,0.49,0
2015/7/3,282.59845,296.241608,0.009832,0.52,0.571545
2015/7/4,286.585785,300.013306,0.013153,0.56,11.484796
2015/7/5,285.082092,298.349945,0.00945,0.87,0
2015/7/6,282.654724,300.509216,0.008522,1.13,0
2015/7/7,284.929962,300.681152,0.009708,1.06,0
2015/7/8,285.857391,297.250336,0.011875,0.44,6.78342
2015/7/9,290.377777,296.711853,0.012018,0.62,0.724303
2015/7/10,283.367035,299.698822,0.008872,1.02,0
2015/7/11,283.175171,298.478943,0.009421,0.8,0
2015/7/12,285.069092,299.127991,0.010176,0.84,0
2015/7/13,286.264862,301.245819,0.011714,0.89,0
2015/7/14,289.132751,298.207794,0.012604,0.6,0
2015/7/15,289.87146,302.479736,0.01301,1.04,4.68078
2015/7/16,290.45871,303.886017,0.014215,1.07,16.977959
2015/7/17,289.252533,301.828064,0.013817,0.8,5.587593
2015/7/18,286.393799,302.715332,0.011124,1.15,0
2015/7/19,288.369049,301.683807,0.013114,0.84,1.541858
2015/7/20,292.242157,301.67511,0.013569,1.01,1.552626
2015/7/21,288.745819,303.64325,0.01206,1.25,1.01758
2015/7/22,289.162018,305.294281,0.014068,1.2,3.970452
2015/7/23,288.207001,297.496368,0.010621,0.77,0
